,id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
611,1036,Italy,"An attractive fragrance of white flower, stone fruit, apple and a whiff of smoke opens this linear wine. The bright palate offers dried citrus, Golden Delicious apple and mineral alongside brisk acidity.",Salisire Bianco,88,28,Sicily & Sardinia,Etna,,Kerin O‚ÄôKeefe,@kerinokeefe,Vivera 2010 Salisire Bianco  (Etna),Carricante,Vivera
612,1037,US,"This wine offers notes of toasted vanilla bean, herbs and red fruit. It's broad in feel while the fruit flavors are elegant in style, with the supple feel bringing much of the enjoyment.",Spofford Station,88,28,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,@wawinereport,WildAire 2012 Spofford Station Syrah (Walla Walla Valley (OR)),Syrah,WildAire
613,1040,Argentina,"Dark in color and forcefully oaked on the nose, this resiny Malbec will appeal to fans of richly styled reds. Plum, berry, tomato leaf and herbal flavors finish woody but fair, with lasting acidity.",Cl√°sico,87,15,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Sur de los Andes 2012 Cl√°sico Malbec (Mendoza),Malbec,Sur de los Andes
614,1042,Spain,"A pretty decent Rioja for the vintage, but you're going to have to be ready for some rubbery aromas and then staunch red fruit with a little bite. It's quite the traditional wine, with lemon peel, leather and tobacco. Runs short on the finish.",Crianza,85,15,Northern Spain,Rioja,,Michael Schachner,@wineschach,Rentas de Fincas 2003 Crianza  (Rioja),Red Blend,Rentas de Fincas
615,1044,Italy,"The wine boasts a pretty golden hue and segues to tones of almond skin, stone fruit, nut and cardboard. It feels smooth and rich in the mouth and has some tart citrus flavors on the close.",Rive Alte,85,17,Northeastern Italy,Isonzo del Friuli,,,,Tenuta Luisa 2007 Rive Alte Pinot Grigio (Isonzo del Friuli),Pinot Grigio,Tenuta Luisa
616,1046,Italy,"There's a saccharin or soda-like element to the nose of this Verduzzo-Friulano blend that gives the wine a cheerful, upfront personality but that overpowers the natural fruit. The wine tastes both tart and sweet and ends with butterscotch candy flavors.",Bianco degli Arzillari,85,28,Northeastern Italy,Colli Orientali del Friuli,,,,I Clivi 2004 Bianco degli Arzillari White (Colli Orientali del Friuli),White Blend,I Clivi
617,1051,Spain,"Quite leesy and funky, with meaty, oily aromas that are a departure from normal Albari√±o and are indicative of the 30% Treixadura and Loureiro that beef things up. Perfectly drinkable, and with a decent mouthfeel, but still it lacks the straightforward cleanliness of the really good wines from Galicia. Imported by Republic National Distributing Co.",Se√±or da Folla Verde,85,25,Galicia,R√≠as Baixas,,Michael Schachner,@wineschach,Marqu√©s de Vizhoja 2007 Se√±or da Folla Verde White (R√≠as Baixas),White Blend,Marqu√©s de Vizhoja
618,1053,Spain,"With tobacco, molasses, spearmint and baked fruit aromas, this finds itself squarely in the old school forum. The palate shows straight-ahead red fruit with light herbal and pepper accents. Snappy and a bit thin, but it offers all the basics.",Reserva,85,30,Northern Spain,Rioja,,Michael Schachner,@wineschach,Finca La Emperatriz 2000 Reserva  (Rioja),Tempranillo Blend,Finca La Emperatriz
619,1061,France,"For those with a classical bent, Clos Teddi is named after Thetis, sea goddess and mother of Achilles. This ros√©, appropriately, summons up lunch by the ocean, with its crisp, fresh, dry strawberry and pink grapefruit flavors, just touched by caramel.",Ros√©,85,25,France Other,Patrimonio,,Roger Voss,@vossroger,Clos Teddi 2007 Ros√© Red (Patrimonio),Red Blend,Clos Teddi
620,1066,US,"Composed, complex and complete, this mellow wine is very comfortable in its skin. Touches of oak, tobacco, dried plum and cardamom fill the aroma, and ripe but not overripe black cherry, tamarind and cola flavors flood the palate, supported by fine-grained tannins and medium-full body.",Old Vine Reserve,94,38,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Scott Harvey 2012 Old Vine Reserve Zinfandel (Amador County),Zinfandel,Scott Harvey
621,1068,US,"With its distinctive black label, this reserve is set apart from the winery's expanding lineup of Pinots. It shows more oak-derived flavors, along with ripe plum and cherry fruit. Streaks of espresso, vanilla and chocolate come through, suggesting it will only improve with a hearty decant or additional bottle age. Drink now through the mid-2020s.",Family Reserve MMXIV,94,100,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine¬†,Trisaetum 2014 Family Reserve MMXIV Pinot Noir (Willamette Valley),Pinot Noir,Trisaetum
622,1069,US,"Sourced from the estate's original 1999 plantings, this is a chewy, majestic, earthy and deeply dark wine. Its black fruit is ribbed wtih iron, licorice, coffee and graphite notes and framed by earthy tannins that lend texture. It drinks bigger than its listed alcohol would suggest.",Bergstr√∂m Vineyard,94,95,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine¬†,Bergstr√∂m 2015 Bergstr√∂m Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Bergstr√∂m
623,1070,US,"This single vineyard wine is a blend of six separate blocks, each planted to a different clone. It deftly combines savory herb flavors with ripe Bing cherry fruit. The tannins are polished, textured and balanced, leading into a long finish that leaves a final impression of composted earth.",Shea Vineyard,94,62,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine¬†,Bergstr√∂m 2015 Shea Vineyard Pinot Noir,Pinot Noir,Bergstr√∂m
624,1071,Italy,"This wine's enticing rose, blue flower, menthol and herb scents come together in the glass. On the taut, precise palate, tightly knit, refined tannins enwrap crunchy red cherry and juicy cranberry flavors. White pepper and clove notes add depth, while bright acidity lends balance. Drink 2023‚Äì2035.",Castelletto,94,57,Piedmont,Barolo,,Kerin O‚ÄôKeefe,@kerinokeefe,Mauro Veglio 2013 Castelletto  (Barolo),Nebbiolo,Mauro Veglio
625,1074,Australia,"Sourced from vines planted in 1847, this is a full-bodied, open-knit wine, supple and velvety in texture. Vanilla cream and black cherries mark the nose, while the flavors are more savory, resembling black olives and grilled meat. It's long and lush on the finish. Drink it now through 2025.",Moorooroo,94,100,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Schild Estate 2013 Moorooroo Shiraz (Barossa Valley),Shiraz,Schild Estate
626,1075,US,"Always impressive in its grasp of power and grace, this white is memorable from start to finish, beginning with a dark golden-hay color that dazzles in the glass. A strong floral component of jasmine invites on the nose, while sparkling acidity maintains a freshness amidst the integrated oak and delicious flavors of honeyed pear and cr√®me br√ªl√©e.",Red Shoulder Ranch,94,52,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Shafer 2015 Red Shoulder Ranch Chardonnay (Carneros),Chardonnay,Shafer
627,1076,France,"From old vines planted in a single vineyard, this is a spectacular red. It has the crisp acidity of the cool-climate Sancerre, but it also has the weight and ripeness of a fine Burgundy. The wood aging has left a spicy toasty edge to the beautiful cherry fruits and acidity. It could age for another year to be at its best. Drink from 2019.",En Grands Champs,94,112,Loire Valley,Sancerre,,Roger Voss,@vossroger,Alphonse Mellot 2014 En Grands Champs  (Sancerre),Pinot Noir,Alphonse Mellot
628,1077,Italy,"This savory, firmly structured, full-bodied red opens with subtle dark berry, rose petal, pipe tobacco and crushed herb aromas. It delivers layers of juicy Marasca cherry, black raspberry, cinnamon and clove flavors, buttressed by youthfully assertive but refined tannins and nicely balanced, with fresh acidity. Drink 2023‚Äì2033.",Ascheri,94,180,Piedmont,Barolo,,Kerin O‚ÄôKeefe,@kerinokeefe,Ascheri 2013 Ascheri  (Barolo),Nebbiolo,Ascheri
629,1078,US,"Irresistably delicious and reminiscent of cru Burgundy, this laser-focused effort features bright Meyer lemon, tangerine and peach flavors, with plenty of juicy acidity. It grows deeper and richer as it breathes‚Äîand seems to disappear way too quickly once opened.",Old Stones,94,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine¬†,Bergstr√∂m 2015 Old Stones Chardonnay (Willamette Valley),Chardonnay,Bergstr√∂m
630,1079,US,"This winery is earning a place among Oregon's best with its top tier wines, like this one. Complex and loaded with bee pollen, crisp apple, lime zest, seabreeze and toasted cracker notes, it leaves you breathless the longer it breathes.",Elusive Queen,94,85,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine¬†,Big Table Farm 2015 Elusive Queen Chardonnay (Willamette Valley),Chardonnay,Big Table Farm
631,1080,US,"As characterful as the dry version but with lower alcohol and a slight hint of sweetness, this boasts powerful tangerine, quince and Meyer lemon fruit. Its electric acidity keeps it vivid and beautifully balanced. Delicious now, it's also cellar-worthy.",Ribbon Ridge Estate,94,32,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine¬†,Trisaetum 2016 Ribbon Ridge Estate Riesling (Ribbon Ridge),Riesling,Trisaetum
632,1081,US,"More tart than sweet, this delicious wine is packed with lemon drop, candied pineapple and tangerine fruit. The acidity is in perfect proportion with the slightly sweet palate, giving it a vivid mouthfeel that extends into the finish and offers versatility for food pairing.",Wichmann Dundee Estate,94,32,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine¬†,Trisaetum 2016 Wichmann Dundee Estate Riesling (Dundee Hills),Riesling,Trisaetum
633,1082,US,"Lighter in color, this wine is aromatic and expressive, with notes of fire pit, blood, black olive tapenade, sea salt, black pepper, cured meat, nori, crushed flowers and umami. The palate brings soft, lithe, focused notes of earth and savory flavors that shimmer on the salty finish. It's all about delicacy but the aroma and flavor expression is compelling. Give it some time in the cellar or decant.",The Tribe Vineyard,94,120,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,@wawinereport,Horsepower 2014 The Tribe Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Horsepower
634,1084,France,"The Meridian in the name is the zero-longitude Prime Meridian which passes through this vineyard. The wine, with its minty flavors from new-wood aging, is serious, concentrated and with an impressive structure. The dark firm character of this wine promises plenty more aging. Drink from 2020.",La Coul√©e du M√©ridien,94,120,Loire Valley,Saumur-Champigny,,Roger Voss,@vossroger,Ch√¢teau de Parnay 2014 La Coul√©e du M√©ridien  (Saumur-Champigny),Cabernet Franc,Ch√¢teau de Parnay
635,1085,US,"From dry-farmed 40-year-old vines perched along the Rutherford Bench, this impressive offering is sanguine and elegantly balanced, a showcase of cranberry, raspberry and milk chocolate. Refined acidity contributes to an overall lightness, with dried herb and dust lingering on the finish.",Perspective Estate,94,38,California,Rutherford,Napa,Virginie Boone,@vboone,Tres Sabores 2014 Perspective Estate Zinfandel (Rutherford),Zinfandel,Tres Sabores
636,1086,US,"All Trisaetum's dry Rieslings feel a notch riper in this warm year, to good effect. Meticulous blending of individual lots, some aged in oak, brings layers of complexity and helps differentiate each cuv√©e. Concentrated pear, peach and papaya flavors are on display here, with tangy acidity and superb length and richness. It's dry, to be sure, but also brilliantly fruity.",Coast Range Dry,94,32,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine¬†,Trisaetum 2016 Coast Range Dry Riesling,Riesling,Trisaetum
637,1087,US,"Smoky, with bursts of sage and celery root, this is a wine that is unabashedly earthy, spicy, bold and juicy at its core. Light-bodied and delicate, the palate shows beautiful floral undertones. This is a complex and beguiling bottling that should hold well for years to come.",Terra De Promissio Vineyard,94,58,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Williams Selyem 2015 Terra De Promissio Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
638,1088,US,"The aromas of this wine leap from the glass, with notes of orange peel, potpourri, smoked meat, spice, fresh herb, stem, ash and plum. It's expressive, but still wound up. The flavors are focused, concentrated and savory, bringing a sense of intensity and richness but also lightness. The balance is exquisite.",Cailloux Vineyard,94,85,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,@wawinereport,Cayuse 2014 Cailloux Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse
639,1091,US,"From a three-acre spot known to get a hearty dose of fog, this wine speaks to cool-climate character, unveiling crisp floral layers of dried sage and white pepper from the get-go. Those aspects are joined by rose, lavender and cranberry-rhubarb on the palate, finishing with subtle offerings of mushroom and forest floor.",Emmaline Ann Vineyard,94,75,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Cobb 2014 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Cobb
640,1092,US,"From vines planted in 1976, this aromatic wine shows the depth that old vines can bring. Strawberry, cola, butter (from 14 months in 50% new French oak), wild cherry and more come into focus, and although delicate, they last and last on the palate. The finish is spectacular.",Old Vines,94,50,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine¬†,Dion 2014 Old Vines Pinot Noir (Chehalem Mountains),Pinot Noir,Dion
641,1093,France,"Old-vine Pinot Noir has produced a rich structured wood-aged wine. With its opulent texture and ripe full-bodied cherries and red plums, the wine is poised and generous. Drink this impressive wine from 2018.",Anthocyane,94,60,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Bernard Fleuriet et Fils 2015 Anthocyane  (Sancerre),Pinot Noir,Domaine Bernard Fleuriet et Fils
642,1094,US,"This reserve-level wine from the Roserock vineyard, Domaine Drouhin's recent Eola-Amity Hills planting, is compelling. Dense and fragrant, it boasts a beguiling mix of rose, cocoa powder and Asian spice, like a magic carpet ride of flavor. A finishing note of chocolate-covered orange peel is the pi√®ce de r√©sistance.",Z√©phirine,94,60,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine¬†,Drouhin Oregon Roserock 2014 Z√©phirine Pinot Noir (Eola-Amity Hills),Pinot Noir,Drouhin Oregon Roserock
